Match_id,Team,Over_num,Commentary,batsman,score
4281444,SRH 1st Inns,2.0,"Aniket Choudhary to Henriques, FOUR, eventful first over from Choudhary, a wicket and 16 runs. Another freebie to end his over, short and wide outside off, Henriques was all over it as he cracked it square past point, beats the inner ring and rolls away to the fence",Aniket Choudhary to Henriques,FOUR
4281444,SRH 1st Inns,4.5,"Aravind to Henriques, FOUR, too short from Aravind, can't bowl those at his pace. Henriques swivels across, rolls his wrists and pulls it behind square on the on-side for a boundary",Aravind to Henriques,FOUR
4281444,SRH 1st Inns,5.1,"Watson to Dhawan, FOUR, gentle loosener from Watson, short and on Dhawan's hips, he swivels across, uses the pace on the ball and helps it behind square on the on-side for a boundary",Watson to Dhawan,FOUR
4281444,SRH 1st Inns,5.2,"Watson to Dhawan, FOUR, lovely shot, Dhawan is getting into his groove now. Comes down the track, doesn't get close to the ball, that allows him to free his arms and drill it back past the umpire, no need to run for those",Watson to Dhawan,FOUR
4281444,SRH 1st Inns,5.4,"Watson to Dhawan, FOUR, juicy full-toss and Dhawan has put it away, turning out to be an expensive start from Watson. Dhawan leans into the shot and finds the gap wide of mid-off, no need to run for those",Watson to Dhawan,FOUR
4281444,SRH 1st Inns,5.5,"Watson to Dhawan, FOUR, make that four fours of the over, banged in short and on the stumps, Dhawan swivels across, rolls his wrists and pulls it behind square on the on-side. Watson was expensive in the final of IPL 2016, he has started badly here once again",Watson to Dhawan,FOUR
7898444,MI 1st Inns,0.4,"Dinda to Parthiv Patel, FOUR, thank you Dinda says Parthiv Patel as he clips a leg-side dross fine to claim his first boundary",Dinda to Parthiv Patel,FOUR
7898444,MI 1st Inns,1.1,"Chahar to Buttler, FOUR, length ball outside off and Buttler is away. Swats it across the line and gets it wide of mid-on",Chahar to Buttler,FOUR
7898444,MI 1st Inns,1.3,"Chahar to Buttler, FOUR, shuffles across and flicks a ball from middle stump, easily done. With fine leg inside the ring that was always asking for trouble, Buttler obliged",Chahar to Buttler,FOUR
7898444,MI 1st Inns,10.5,"Zampa to Nitish Rana, FOUR, Zampa not getting the googly right. Again down leg and this time Rana gets a bit of bat/glove on that. The ball races away fine beating the short fine fielder",Zampa to Nitish Rana,FOUR
7898444,MI 1st Inns,14.1,"Tahir to Pollard, FOUR, Pollard welcomes him with a thumping drive. Bit of air and Pollard plants his front foot forward, smashed it straight back over the bowler's head. Didn't bother to run, he knew he had middled it",Tahir to Pollard,FOUR
7898444,MI 1st Inns,15.1,"Zampa to Pollard, FOUR, Pollard goes downtown once more and gets the desired result. Zampa goes fuller with the tossed up delivery and Pollard drills it straight back at Zampa, who is slow to get down and stop it",Zampa to Pollard,FOUR
7898444,MI 1st Inns,18.0,"Dinda to Pollard, FOUR, unlucky and Dinda have been synonyms today. Full and outside off, Pollard throws everything he's got at that and the outside edge flies away fine and Dinda just stands there in his teapot position",Dinda to Pollard,FOUR
7898444,MI 1st Inns,19.4,"Dinda to Hardik Pandya, FOUR, four more. Already 22 off the over. A game-changing over this. Fifty up for Dinda. Full and wide outside off, Pandya throws the kitchen sink at that and the outside edge flies wide of Dhoni",Dinda to Hardik Pandya,FOUR
7898444,MI 1st Inns,2.2,"Dinda to Parthiv Patel, FOUR, sat up on a perfect length to be smashed, Parthiv Patel rocks back and nails the pull over mid-wicket. Take four!",Dinda to Parthiv Patel,FOUR
7898444,MI 1st Inns,2.5,"Dinda to Parthiv Patel, FOUR, this pitch is a belter, 180 is a must. Half-volley outside off, Parthiv Patel stands tall and slams it straight of mid-off who dives in vain",Dinda to Parthiv Patel,FOUR
7898444,MI 1st Inns,4.1,"Tahir to Parthiv Patel, FOUR, floated full on leg-stump, Parthiv Patel sits up and brooms it away with sheer disdain, rocketed away behind square",Tahir to Parthiv Patel,FOUR
7898444,MI 1st Inns,5.4,"Chahar to Buttler, FOUR, gives himself a lot of room as he skates down the pitch, pierces the gap between extra cover and mid-off to perfection. Fast hands, full flow of the willow. Jos-outrageously-talented-Buttler",Chahar to Buttler,FOUR
7898444,RPS 1st Inns,0.2,"Southee to Mayank Agarwal, FOUR, edged and four, streaky but Mayank will take those. There wasn't a first slip, Buttler dived to his left from second, but can't get to the ball. On a good length and holding its line outside off, Agarwal just hung his bat at that, the edge bisected the keeper and second slip to perfection",Southee to Mayank Agarwal,FOUR
7898444,RPS 1st Inns,1.1,"Hardik Pandya to Rahane, FOUR, he's peirced the gap to perfection, just a tiny gap between the fielder at point and cover-point and Rahane found it. Played with an open face, allowed the ball to come onto him and gets it in the gap past point",Hardik Pandya to Rahane,FOUR
7898444,RPS 1st Inns,1.2,"Hardik Pandya to Rahane, FOUR, edged and four, on a good length and in that channel outside off, drew Rahane into the drive, he went with hard hands and gets a thick edge past the lone slip, rolls away to the fence in a hurry",Hardik Pandya to Rahane,FOUR
7898444,RPS 1st Inns,1.5,"Hardik Pandya to Rahane, FOUR, lovely shot, on a good length and well outside off, Rahane gets a big stride forward and lifts it over the head of the man at mid-off, couple of bounces and over the ropes",Hardik Pandya to Rahane,FOUR
7898444,RPS 1st Inns,11.4,"Bumrah to Stokes, FOUR, heaves the pull away over mid-wicket. He was quickly in position for that. Short of length from Bumrah and the ball just sits up. Stokes drags it from outside off with a lot of muscle",Bumrah to Stokes,FOUR
7898444,RPS 1st Inns,12.3,"McClenaghan to Smith, FOUR, plants his back foot at least a couple of feet outside off, rocks back, and mows the pull through square leg. The footwork had Smith written all over it",McClenaghan to Smith,FOUR
7898444,RPS 1st Inns,12.5,"McClenaghan to Smith, FOUR, that will run away. McClenaghan strays in line and bowls it on leg-stump. Smith simply had to glance it away past the fielder at short fine leg. Neat wrists",McClenaghan to Smith,FOUR
7898444,RPS 1st Inns,13.1,"Pollard to Smith, FOUR, oh poor ball. A short of length delivery which sits up around the waist and Smith drags it away past short fine leg. Big decision to get Pollard in here",Pollard to Smith,FOUR
7898444,RPS 1st Inns,14.1,"Southee to Stokes, FOUR, he's absolutely crashed this through extra-cover. A full, wide ball with mid-off up. Not sure what the thinking is. Whatever it is, the execution of it is way off target. Misses the yorker by a long way and Stokes pummels the drive",Southee to Stokes,FOUR
7898444,RPS 1st Inns,15.1,"Hardik Pandya to Stokes, FOUR, rare error in the field from Pollard. It would actually be harsh in calling that an error for most fielders, but this is Pollard we're talking about. A mistimed slog from Stokes. However, he still places it to the left of long-on where Pollard sprints and dives across trying to flick the ball in, but fails to get a hand",Hardik Pandya to Stokes,FOUR
7898444,RPS 1st Inns,17.0,"Bumrah to Smith, FOUR, how good is he! Susses out the plan from Bumrah based on the line he's been bowling in this over so far, waits on the ball and just slices it past short third man",Bumrah to Smith,FOUR
7898444,RPS 1st Inns,18.0,"McClenaghan to Smith, FOUR, that's been dragged all the way to the wide long-on fence. Pure despair for McClenaghan. He's bowled this so wide of off and to see the ball being swatted into the on-side is downright demoralizing",McClenaghan to Smith,FOUR
7898444,RPS 1st Inns,18.5,"Bumrah to Dhoni, FOUR, there we go. Dhoni isn't to be denied for too long. A bit shorter than the previous couple of deliveries, and Dhoni pulls it away to the fine leg boundary. One bounce and over",Bumrah to Dhoni,FOUR
7898444,RPS 1st Inns,2.4,"Southee to Rahane, FOUR, cracking shot, on a good length and just outside off, Rahane leans forward on the drive, seemed to have checked his shot at the lst moment. It went in the air and past Southee, beat mid-off's sprawling dive to his right and rolls away to the fence",Southee to Rahane,FOUR
7898444,RPS 1st Inns,5.1,"McClenaghan to Smith, FOUR, clubbed, made a great noise as the bat connected with the ball. Length delivery outside off, Smith shuffles across and heaves it over wide mid-wicket, one bounce and over the ropes",McClenaghan to Smith,FOUR
7898444,RPS 1st Inns,5.4,"McClenaghan to Rahane, FOUR, lovely, this is exquisite cricket from Rahane, back of a length and well outside off, he waits on it, opens the face of the bat and steers it to the left of wide slip, beats the man getting across from the deep",McClenaghan to Rahane,FOUR
7898444,RPS 1st Inns,7.3,"Krunal Pandya to Smith, FOUR, cracking shot, short and wide from Krunal, Smith doesn't need a second invitation, hangs back and cuts it square on the off-side, beats the fielder in the deep with ease",Krunal Pandya to Smith,FOUR
7898444,RPS 1st Inns,8.2,"Hardik Pandya to Rahane, FOUR, fifty for Rahane. This was banged in short by Hardik, Rahane took his eyes off the ball, still went through with the pull, almost went all the way, bounced just in front of the ropes. Hardik looks amused, that ball didn't deserve a boundary",Hardik Pandya to Rahane,FOUR
2373690,GL 1st Inns,0.2,"Boult to Roy, FOUR, cracking shot, Roy is off and running in his IPL career. On a good length and just outside off, he leans forward, presents the full face of the bat and drives it back past the non-striker, no need to run for those",Boult to Roy,FOUR
2373690,GL 1st Inns,0.5,"Boult to Roy, FOUR, nicely played by Roy, width on offer from Boult. He leans into the shot, opens the face of the bat at the last moment and steers it behind square on the on-side, gets it past backward point and into the fence",Boult to Roy,FOUR
2373690,GL 1st Inns,1.3,"Chawla to Roy, FOUR, lovely, the reverse sweep in full flow from Roy, gets down low and gets it into the gap behind square on the off-side. It was picked up from the middle-stump line as well",Chawla to Roy,FOUR
2373690,GL 1st Inns,11.5,"Boult to Raina, FOUR, a well-controlled pull shot from Raina. Boult did not get height on the short of length delivery, just above the waist and Raina got on top of that nicely, rolled his wrists and struck it behind square, beating deep square leg with ease",Boult to Raina,FOUR
2373690,GL 1st Inns,12.2,"Narine to Karthik, FOUR, Pandey tried his best, but the ball still found a way to reach the fence. Width offered outside off, Karthik maintains a low base and drills it in front of square, Pandey runs across from sweeper cover, dives and flicks it in but the ball backspins and touches the rope",Narine to Karthik,FOUR
2373690,GL 1st Inns,14.4,"Narine to Karthik, FOUR, for the umpteenth time today Narine has landed it on a shortish length, sat up nicely for Karthik, who cut it away fiercely square of the wicket. Timed it superbly as it beat the sweeper cover comfortably",Narine to Karthik,FOUR
2373690,GL 1st Inns,17.4,"Boult to Raina, FOUR, it is all going Raina's way. He might walk on water today if he wants and get away with it. A well-directed yorker, Raina brings his bat down and squirts it off the inside edge to the fine leg fence. Not far away from the leg-pole",Boult to Raina,FOUR
2373690,GL 1st Inns,18.0,"Boult to Karthik, FOUR, Boult misses the yorker and Karthik is in no mood to let him off, doesn't bother to get his front leg in line with the delivery, just goes through the line and smacks it straight down the ground",Boult to Karthik,FOUR
2373690,GL 1st Inns,18.4,"Woakes to Karthik, FOUR, Karthik is playing a blinder here. Woakes goes short and outside off, it was the off-speed delivery and Karthik spotted it early, carves it up and over backward point. No need to run for those",Woakes to Karthik,FOUR
2373690,GL 1st Inns,19.0,"Woakes to Raina, FOUR, 16 runs off the over and not the best of outings for Woakes on IPL debut. He finishes with 3-0-35-0. Once more the slower delivery is on the shortish length, Raina waits and cuts it behind square, splitting backward point and short third man to perfection",Woakes to Raina,FOUR
2373690,GL 1st Inns,19.3,"Boult to Karthik, FOUR, off-pace delivery and once more Karthik read it early, he waited in his crease and stayed leg-side of the ball, lofts it handsomely over the extra cover fielder. All timing there from the Tamil Nadu man",Boult to Karthik,FOUR
2373690,GL 1st Inns,19.4,"Boult to Karthik, FOUR, Karthik does a ABD. The reverse sccop. Full delivery and close to the yorker length, Karthik switches his stances and sends it over the short third man fielder, almost went the distance",Boult to Karthik,FOUR
2373690,GL 1st Inns,2.2,"Narine to Brendon McCullum, FOUR, that's a shocker from Kuldeep and he concedes four runs. This was dropped short and wide of off, McCullum backed away and cut it straight to backward point. Kuldeep dived over the ball and ends up conceding a boundary",Narine to Brendon McCullum,FOUR
2373690,GL 1st Inns,20.0,"Boult to Raina, FOUR, Raina finishes off in style. Very full and outside off, Raina crouches low, opens the bat face and drives it square on the off-side, the field was up and that was played beautifully",Boult to Raina,FOUR
2373690,GL 1st Inns,4.3,"Narine to Brendon McCullum, FOUR, cracking shot, poor ball from Narine, drops this one short and wide of off, McCullum makes room and cracks it over cover, couple of bounces and over the ropes",Narine to Brendon McCullum,FOUR
2373690,GL 1st Inns,4.5,"Narine to Brendon McCullum, FOUR, Narine has been too short today, drags his length down once again. McCullum rocks back and pulls him past the square leg umpire",Narine to Brendon McCullum,FOUR
2373690,GL 1st Inns,5.1,"Woakes to Raina, FOUR, nicely played! Fraction fuller and on the stumps, Raina leans forward, presents the full face of the bat and punches it back at the bowler. Woakes got a hand onto it, but it still beats mid-off to the fence",Woakes to Raina,FOUR
2373690,GL 1st Inns,5.3,"Woakes to Raina, FOUR, this is excellent cricket from Raina, made room as he came down the track. Woakes spotted it and followed him - Raina is good enough to tuck it past square leg, the man in the deep is very square and has no chance",Woakes to Raina,FOUR
2373690,GL 1st Inns,6.5,"Kuldeep Yadav to Brendon McCullum, FOUR, Kuldeep can't afford to drop short on this pitch. McCullum rocks back and pulls it through mid-wicket, bisects the two men in the deep to a nicety",Kuldeep Yadav to Brendon McCullum,FOUR
2373690,GL 1st Inns,8.0,"Woakes to Raina, FOUR, that ruins the over for Woakes, leg-stump half-volley, all Raina had to do was get some bat on that. Once he did - fine-leg, who was inside the ring had no chance",Woakes to Raina,FOUR
2373690,KKR 1st Inns,1.0,"P Kumar to Chris Lynn, FOUR, just goes through with a wild slog across the line, no timing whatsoever. All power. To Lynn's delight, it went in the gap behind the square leg umpire. First boundary for KKR",P Kumar to Chris Lynn,FOUR
2373690,KKR 1st Inns,1.4,"D Kulkarni to Gambhir, FOUR, stand and deliver! Half-volley in the slot, Gambhir won't miss out, watches the ball closely and dismisses it out of his sight",D Kulkarni to Gambhir,FOUR
2373690,KKR 1st Inns,10.3,"Gony to Gambhir, FOUR, both of them have just played themselves in such good form here. Full ball outside off, Gambhir clears his front leg and crashes it inside-out to send it to the wide long-off fence. Superb hand-eye co-ordination",Gony to Gambhir,FOUR
2373690,KKR 1st Inns,10.5,"Gony to Gambhir, FOUR, really ordinary bowling. It's a gentle short of length delivery on off-stump, the ball sits up for Gambhir who bludgeons it through mid-wicket",Gony to Gambhir,FOUR
2373690,KKR 1st Inns,11.0,"Gony to Gambhir, FOUR, awful from Gony. He bangs it in very short but the speedometer just shows 128kph. The ball was actually on its way down when Gambhir slashed it over backward point. GL being clobbered out there",Gony to Gambhir,FOUR
2373690,KKR 1st Inns,11.2,"Shadab Jakati to Gambhir, FOUR, down the track in a flash, right to the pitch of the ball, and driven so beautifully over the covers. The trick in the shot was that he delayed the charge and came out only when the ball was released",Shadab Jakati to Gambhir,FOUR
2373690,KKR 1st Inns,14.2,"D Kulkarni to Chris Lynn, FOUR, short of length, probably an off-cutter, Lynn mows the ball in front of long-leg who comes running forward for the catch. But the ball drops well short and then bounces over him",D Kulkarni to Chris Lynn,FOUR
2373690,KKR 1st Inns,2.1,"Gony to Gambhir, FOUR, that's spanked! The open stance helps him figure the line and length quickly, uses all his might to smash it straight down the ground",Gony to Gambhir,FOUR
2373690,KKR 1st Inns,2.3,"Gony to Chris Lynn, FOUR, Chris Lynn and his golf hits I tellya. This isn't off the middle, but that bottom hand power and the baseball swing takes it the distance, just one bounce and over the long-on ropes",Gony to Chris Lynn,FOUR
2373690,KKR 1st Inns,3.1,"Shivil to Gambhir, FOUR, rank long hop, Gambhir says thank you. Short, down leg, Gambhir swivels and nails the pull behind square",Shivil to Gambhir,FOUR
2373690,KKR 1st Inns,4.0,"Shivil to Chris Lynn, FOUR, too much width gestures Raina as soon as he saw the ball flying over backward point. Tad short and Lynn pounced on the width on offer, slices the cut and gets four",Shivil to Chris Lynn,FOUR
2373690,KKR 1st Inns,4.5,"D Kulkarni to Gambhir, FOUR, 50-partnership. Clears his front leg and goes bam over mid-on. Right out of the screws",D Kulkarni to Gambhir,FOUR
2373690,KKR 1st Inns,5.1,"Shivil to Gambhir, FOUR, Shivil Koushik isn't learning. Keeps landing it short and gets smacked. Gambhir rocks onto his back foot and all he needed to do was get it over the fielder, did it with sheer ease",Shivil to Gambhir,FOUR
2373690,KKR 1st Inns,5.2,"Shivil to Gambhir, byes, FOUR, keeps low and nutmegs DK, Gambhir didn't pick it, neither did the keeper, runs are runs",Shivil to Gambhir,FOUR
2373690,KKR 1st Inns,5.4,"Shivil to Gambhir, FOUR, sits on one knee and chips the slog-sweep over mid-wicket, excellent batting this from GG",Shivil to Gambhir,FOUR
2373690,KKR 1st Inns,5.5,"Shivil to Gambhir, FOUR, outside edge and four! Opens the bat face to steer, the edge flies to the right of Kulkarni who dives belatdely",Shivil to Gambhir,FOUR
2373690,KKR 1st Inns,6.0,"Shivil to Gambhir, FOUR, make that 20 off the over. Gambhir has raced off to 40 in no-time. A real dart on the pads, Gambhir milks it off his pads. Easy peasy",Shivil to Gambhir,FOUR
2373690,KKR 1st Inns,6.2,"Dwayne Smith to Chris Lynn, FOUR, stands tall in the crease and flat-bats a shortish delivery straight down the ground",Dwayne Smith to Chris Lynn,FOUR
2373690,KKR 1st Inns,8.1,"Shivil to Chris Lynn, FOUR, Shivil Koushik's night keeps getting worse. Fires it short and wide, Lynn gets a feather of an edge on the attempted cut, the edge runs past DK's gloves",Shivil to Chris Lynn,FOUR
2837493,KXIP 1st Inns,0.3,"Dinda to Amla, FOUR, edged and four! Streaky way to get off the mark, but Amla won't mind. Seam-up delivery that shapes away a tad, Amla chases it with a slash and gets a fat outside edge. The ball flies between slip and short third man. First boundary of the innings",Dinda to Amla,FOUR
2837493,KXIP 1st Inns,1.2,"Christian to Vohra, FOUR, shot! Uses the width outside off and bounce and elevates it over backward point to collect his first boundary",Christian to Vohra,FOUR
2837493,KXIP 1st Inns,13.2,"R Bhatia to Maxwell, FOUR, backs away and then the sledge hammer does the rest. Just like a warrior, wields his weapon to axe the ball past the man at cover",R Bhatia to Maxwell,FOUR
2837493,KXIP 1st Inns,14.2,"Stokes to Maxwell, FOUR, PHHUUUUFFFFF! Such power. He bulldozes that one through the off-side and the man at cover had no chance as there was a lot of room on it",Stokes to Maxwell,FOUR
2837493,KXIP 1st Inns,18.2,"Stokes to Miller, FOUR, short ball and the swivelled pull. Picks up the length quickly and pivots on his back foot to send it speeding towards the backward square region for a four",Stokes to Miller,FOUR
2837493,KXIP 1st Inns,2.0,"Christian to Amla, FOUR, 13 off the over after bowling a brilliant first ball. Length ball down leg, Amla gets inside the line and flicks it well past the short fine leg fielder. Easy runs",Christian to Amla,FOUR
2837493,KXIP 1st Inns,3.2,"Christian to Saha, FOUR, nicely done! Shortish delivery outside off, Saha hops, gets on top of the bounce and forces it wide of point. The ball races away into the fence",Christian to Saha,FOUR
2837493,KXIP 1st Inns,4.4,"Stokes to Saha, FOUR, Saha has come out with a positive intent and that is paying dividends. Finds the gap beautifully on his cover drive. No need to run for shots like that",Stokes to Saha,FOUR
2837493,KXIP 1st Inns,4.5,"Stokes to Saha, FOUR, four more! Safest shot to play is hit it down the ground. Sees the length on a fuller side and lofts it down the ground, left of the bowler and right of mid-on. Safe shot",Stokes to Saha,FOUR
2837493,KXIP 1st Inns,5.5,"Tahir to Axar, FOUR, sloppy from Rajat Bhatia at short fine! He was put off by the appeal for lbw from the keeper and Tahir. It was the slider which was very full. Axar just about brings his bat down and gets a bit of wood on it. Bhatia over-runs to his left and allows the ball to go past him",Tahir to Axar,FOUR
2837493,RPS 1st Inns,10.5,"Stoinis to Stokes, FOUR, imparts his powers of guiding the edge where he wants. Is happy to stay away from the line, giving his long levers some breathing space and just slashes at a slanter. An obvious outside edge and an even more obvious empty cordon for some free runs here",Stoinis to Stokes,FOUR
2837493,RPS 1st Inns,12.4,"T Natarajan to Manoj Tiwary, FOUR, pure timing. And grace. With a sink down on a knee, Tiwary decides to free his arms at a wide overpitched delivery outside off in the form of a slice. Such is the meat on this that he doesn't even bother keeping it down. Almost all the way",T Natarajan to Manoj Tiwary,FOUR
2837493,RPS 1st Inns,13.3,"Axar to Stokes, FOUR, gets a long hop. A rank one. And all he has to do is decide where to deposit this one. Decides mid-wicket it is again to take the brunt. Ensures that he doesn't get up early and once again puts his spinning back foot to use in whisking it into the fence",Axar to Stokes,FOUR
2837493,RPS 1st Inns,16.0,"Stoinis to Manoj Tiwary, FOUR, they're turning it on. Tiwary joins the act now. Is mighty helped by a horror line always drifting down leg. Has to ensure that he gets some wood on it and he does it with aplomb. Gets enough to muscle it heave behind square and beat the lone man perched out there",Stoinis to Manoj Tiwary,FOUR
2837493,RPS 1st Inns,18.5,"Mohit Sharma to Manoj Tiwary, FOUR, a real drag down. The Mohit slower back hander but half way down the ground. All the time for the adjustment and Tiwary does it in executing his crouched pull. Axar did get a hand in his stretch at the fence, the power imparted was enough to burst through a wall though",Mohit Sharma to Manoj Tiwary,FOUR
2837493,RPS 1st Inns,19.2,"Sandeep Sharma to Christian, FOUR, oh dear. Spots Christian running inside and fires one way down leg. Christian with his stalking eyes always on the ball gets his bat out on the horizontal swiping mode and scoops it away",Sandeep Sharma to Christian,FOUR
2837493,RPS 1st Inns,19.3,"Sandeep Sharma to Christian, FOUR, more of the same. The ploy here from Sandeep refuses to change and Christian too refuses to stand up on his feet against this length. Does all he can to get under the ball and keeps his bat on the scoop. This time right over the keeper",Sandeep Sharma to Christian,FOUR
2837493,RPS 1st Inns,3.5,"Mohit Sharma to Rahane, FOUR, opens the face of the blade on impact and runs it down to third man for a four. Cheeky from Rahane as used the pace of the bowler and knew his angles to perfection",Mohit Sharma to Rahane,FOUR
2837493,RPS 1st Inns,4.4,"Sandeep Sharma to Smith, FOUR, gets the room to free his arms and creams the ball away into the covers. No one moved as the ball sped away into the off-side",Sandeep Sharma to Smith,FOUR
